	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	2.46	2.46
Earnings Low	1.66	1.66
Earnings High	4.8	4.8
Revenue Average	12689000000	12689000000
Revenue Low	11873000000	11873000000
Revenue High	13775200000	13775200000
