	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	17594349	2020-06-29	0.1017	1050734522
1	Vanguard Group, Inc. (The)	15790956	2020-06-29	0.0913	943035892
2	Bank Of New York Mellon Corporation	12338366	2020-06-29	0.0713	736847217
3	Brown Capital Management, Inc.	9275496	2020-06-29	0.0536	553932621
4	Price (T.Rowe) Associates Inc	6283130	2020-06-29	0.0363	375228523
5	State Street Corporation	5595154	2020-06-29	0.0323	334142596
6	Janus Henderson Group PLC	5324125	2020-06-29	0.0308	317956745
7	American Century Companies, Inc.	4997603	2020-06-29	0.028900000000000002	298456851
8	Artisan Partners Limited Partnership	3889653	2020-06-29	0.0225	232290077
9	Eagle Asset Management Inc	3095872	2020-06-29	0.0179	184885475
