	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	2.21	2.21
Earnings Low	2.12	2.12
Earnings High	2.31	2.31
Revenue Average	580470000	580470000
Revenue Low	571900000	571900000
Revenue High	589010000	589010000
