	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	6024566	2020-06-29	0.07919999999999999	1265339596
1	Blackrock Inc.	4265054	2020-06-29	0.056100000000000004	895789291
2	Artisan Partners Limited Partnership	2852927	2020-06-29	0.0375	599200257
3	State Street Corporation	2269523	2020-06-29	0.029900000000000003	476667915
4	Capital World Investors	2133677	2020-06-29	0.0281	448136180
5	Ruane, Cunniff & Goldfarb L.P.	1978002	2020-06-29	0.026000000000000002	415439760
6	JP Morgan Chase & Company	1489816	2020-06-29	0.0196	312906054
7	First Trust Advisors LP	1459250	2020-06-29	0.0192	306486277
8	Renaissance Technologies, LLC	1366500	2020-06-29	0.018000000000000002	287005995
9	AllianceBernstein, L.P.	1272414	2020-06-29	0.0167	267245112
