	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	7345726	2020-06-29	0.10619999999999999	1046398668
1	Blackrock Inc.	4575956	2020-06-29	0.0662	651844932
2	ClearBridge Investments, LLC	4285624	2020-06-29	0.062	610487138
3	Barrow, Hanley Mewhinney & Strauss, LLC	4152766	2020-06-29	0.0601	591561516
4	Melvin Capital Management LP	3869209	2020-06-29	0.055999999999999994	551168822
5	State Street Corporation	3250409	2020-06-29	0.047	463020762
6	Starboard Value LP	2573397	2020-06-29	0.037200000000000004	366580402
7	Caisse De Depot Et Placement Du Quebec	1788402	2020-06-29	0.0259	254757864
8	American Century Companies, Inc.	1563495	2020-06-29	0.0226	222719862
9	Artisan Partners Limited Partnership	1562223	2020-06-29	0.0226	222538666
