	0	1
Earnings Date	2020-11-10 00:00:00	2020-11-16 00:00:00
Earnings Average	2.57	2.57
Earnings Low	2.13	2.13
Earnings High	3.28	3.28
Revenue Average	2452850000	2452850000
Revenue Low	2358800000	2358800000
Revenue High	2547940000	2547940000
