	Holder	Shares	Date Reported	% Out	Value
0	Pershing Square Capital Management, L.P.	25119016	2020-06-29	0.0827	1372251844
1	Capital World Investors	18503543	2020-06-29	0.060899999999999996	1010848554
2	Royal Bank of Canada	17551565	2020-06-29	0.057800000000000004	958841995
3	Jarislowsky, Fraser Ltd	10143096	2020-06-29	0.0334	554117334
4	FIL LTD	9753338	2020-06-29	0.0321	532824854
5	Edgepoint Investment Group Inc.	9617928	2020-06-29	0.0317	525427406
6	Meritage Group, LP	9382392	2020-06-29	0.030899999999999997	512560074
7	Vanguard Group, Inc. (The)	8476672	2020-06-29	0.0279	463080591
8	Principal Financial Group, Inc.	8267071	2020-06-29	0.027200000000000002	451630088
9	Bank of Montreal/Can/	5784582	2020-06-29	0.019	316011714
