	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	4396998	2020-06-29	0.1117	1624426941
1	Capital World Investors	3520409	2020-06-29	0.0895	1300579900
2	Blackrock Inc.	3323201	2020-06-29	0.08449999999999999	1227723377
3	State Street Corporation	1689055	2020-06-29	0.0429	624004479
4	Renaissance Technologies, LLC	1539725	2020-06-29	0.0391	568836004
5	Principal Financial Group, Inc.	1048104	2020-06-29	0.026600000000000002	387211541
6	Melvin Capital Management LP	934805	2020-06-29	0.023799999999999998	345354359
7	AllianceBernstein, L.P.	883252	2020-06-29	0.022400000000000003	326308618
8	Goldman Sachs Group, Inc.	704730	2020-06-29	0.0179	260355451
9	Geode Capital Management, LLC	661308	2020-06-29	0.0168	244313627
