	0	1
Earnings Date	2020-10-06 00:00:00	2020-10-12 00:00:00
Earnings Average	2.71	2.71
Earnings Low	2.36	2.36
Earnings High	3.04	3.04
Revenue Average	943770000	943770000
Revenue Low	905000000	905000000
Revenue High	1021910000	1021910000
