	Holder	Shares	Date Reported	% Out	Value
0	Renaissance Technologies, LLC	2348977	2020-06-29	0.0018	46909070
1	First Trust Advisors LP	2199614	2020-06-29	0.0016	43926291
2	Parametric Portfolio Associates	1368255	2020-06-29	0.001	27324052
3	Lsv Asset Management	987800	2020-06-29	0.0007000000000000001	19726366
4	Northern Trust Corporation	850109	2020-06-29	0.0006	16976676
5	Aperio Group LLC	649878	2020-06-29	0.0005	12978063
6	Goldman Sachs Group, Inc.	573220	2020-06-29	0.0004	11447203
7	United Capital Financial Advisers, LLC	476206	2020-06-29	0.0004	9509833
8	CWM, LLC	382671	2020-06-29	0.0003	7641939
9	Biechele Royce Advisors	240249	2020-06-29	0.0002	4797772
