	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	-0.65	-0.65
Earnings Low	-1.65	-1.65
Earnings High	-0.44	-0.44
Revenue Average	3224410000	3224410000
Revenue Low	3002000000	3002000000
Revenue High	3482000000	3482000000
