	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	1.46	1.46
Earnings Low	1.28	1.28
Earnings High	2.01	2.01
Revenue Average	848540000	848540000
Revenue Low	797000000	797000000
Revenue High	978020000	978020000
