Date	Firm	To Grade	From Grade	Action
2012-03-16 06:22:00	Deutsche Bank	Buy		init
2012-10-03 16:06:00	Morgan Stanley	Overweight		init
2013-02-05 10:13:04	Lazard	Buy		init
2013-02-11 08:10:00	Jefferies	Buy		main
2013-06-18 16:15:29	Oppenheimer	Outperform		init
2013-08-21 09:23:23	Cowen & Co.	Outperform	Market Perform	up
2013-09-10 07:37:13	Deutsche Bank	Buy		main
2013-12-19 16:00:00	PiperJaffray	Overweight		init
2014-01-07 08:44:36	Deutsche Bank	Buy		main
2014-01-08 06:35:54	Morgan Stanley	Equal-weight	Overweight	down
2014-01-08 07:46:20	Nomura	Buy		init
2014-08-08 16:00:00	Jefferies	Buy		main
2014-11-04 09:00:00	MKM Partners	Buy		main
2014-12-11 09:00:00	Jefferies	Buy		main
2015-01-08 00:00:00	Deutsche Bank	Buy		main
2015-01-09 09:00:00	Jefferies	Buy		main
2015-01-20 09:00:00	Jefferies	Buy		main
2015-02-10 09:00:00	Deutsche Bank	Buy		main
2015-03-04 06:12:12	Barclays	Overweight		init
2015-03-19 05:52:58	JP Morgan	Overweight		init
2015-06-17 09:00:00	PiperJaffray	Overweight		main
2016-02-09 11:50:51	JP Morgan	Overweight		main
2016-04-07 06:28:10	BMO Capital	Outperform		init
2016-06-29 07:07:51	H.C. Wainwright	Buy		init
2017-01-27 12:40:49	Oppenheimer	Outperform	Perform	up
2017-10-03 12:04:32	Jefferies	Buy		main
2017-11-02 13:12:51	BMO Capital	Outperform		main
2017-11-02 14:07:47	Leerink Swann	Outperform		main
2017-11-02 15:53:50	Oppenheimer	Outperform		main
2017-11-02 20:08:44	Barclays	Overweight		main
2018-02-14 13:23:15	JP Morgan	Overweight	Overweight	main
2018-05-01 13:21:34	JP Morgan	Overweight	Overweight	main
2018-05-01 13:47:01	Baird	Outperform	Outperform	main
2018-05-01 14:51:26	Deutsche Bank	Buy	Buy	main
2018-05-01 15:25:36	Bank of America	Buy	Buy	main
2018-07-25 12:38:21	Baird	Outperform	Outperform	main
2018-08-01 18:03:40	Barclays	Overweight	Overweight	main
2018-09-20 11:14:17	Stifel Nicolaus	Buy	Buy	main
2018-11-06 17:38:46	Morgan Stanley	Overweight	Overweight	main
2019-01-23 13:10:31	JP Morgan	Neutral	Overweight	down
2019-01-24 12:51:03	Needham	Hold	Buy	down
2019-04-22 10:41:18	JP Morgan	Overweight	Neutral	up
2019-07-30 12:33:57	Piper Jaffray	Overweight		main
2019-07-30 13:59:39	Credit Suisse	Outperform		main
2019-11-05 16:30:46	Canaccord Genuity	Buy		main
2019-12-13 12:12:51	Credit Suisse	Neutral	Outperform	down
2019-12-17 14:15:29	Morgan Stanley	Overweight		main
2020-01-13 14:09:53	Oppenheimer	Outperform		main
2020-01-17 13:28:08	Morgan Stanley	Overweight		main
2020-02-05 12:14:38	H.C. Wainwright	Buy		reit
2020-04-13 13:20:28	Oppenheimer	Outperform		main
2020-05-07 12:54:37	Morgan Stanley	Overweight		main
2020-05-07 15:00:54	Barclays	Equal-Weight		main
2020-05-07 15:36:22	Mizuho	Neutral		main
2020-05-07 17:52:14	Canaccord Genuity	Buy		main
2020-06-10 14:48:53	Canaccord Genuity	Buy		main
2020-06-17 10:05:41	HC Wainwright & Co.	Buy		main
2020-06-18 13:38:01	JP Morgan	Overweight		main
2020-06-29 11:58:50	Goldman Sachs	Neutral	Buy	down
2020-07-20 12:13:38	Credit Suisse	Neutral		main
2020-07-23 12:53:29	Mizuho	Neutral		main
2020-08-04 09:00:46	SVB Leerink	Market Perform		main
2020-08-04 09:35:24	JP Morgan	Neutral	Overweight	down
2020-08-04 10:09:05	HC Wainwright & Co.	Buy		main
2020-08-04 11:01:07	Cantor Fitzgerald	Overweight		main
2020-08-04 11:23:27	Mizuho	Neutral		main
2020-08-04 12:34:26	Morgan Stanley	Overweight		main
2020-08-04 12:48:01	Credit Suisse	Neutral		main
2020-08-04 14:15:10	Canaccord Genuity	Buy		main
