	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	27203383	2020-06-29	0.0356	1238842061
1	Blackrock Inc.	20847876	2020-06-29	0.0273	949412273
2	D1 Capital Partners, LP	15841673	2020-06-29	0.0207	721429788
3	State Street Corporation	14755040	2020-06-29	0.019299999999999998	671944521
4	Viking Global Investors, L.P.	11125343	2020-06-29	0.0146	506648120
5	JP Morgan Chase & Company	11027827	2020-06-29	0.0144	502207241
6	Price (T.Rowe) Associates Inc	9980380	2020-06-29	0.0131	454506505
7	Capital World Investors	6128828	2020-06-29	0.008	279106827
8	Melvin Capital Management LP	5982747	2020-06-29	0.0078000000000000005	272454298
9	Capital Research Global Investors	5912930	2020-06-29	0.0077	269274832
