	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	-0.54	-0.54
Earnings Low	-0.8	-0.8
Earnings High	-0.21	-0.21
Revenue Average	876200000	876200000
Revenue Low	626970000	626970000
Revenue High	1295000000	1295000000
