	Holder	Shares	Date Reported	% Out	Value
0	Primecap Management Company	69190098	2020-06-29	0.1173	2364917549
1	State Street Corporation	43752940	2020-06-29	0.0742	1495475489
2	Vanguard Group, Inc. (The)	41931851	2020-06-29	0.0711	1433230667
3	Blackrock Inc.	31297746	2020-06-29	0.053099999999999994	1069756958
4	FMR, LLC	18641354	2020-06-29	0.0316	637161479
5	JP Morgan Chase & Company	9362309	2020-06-29	0.0159	320003721
6	Artisan Partners Limited Partnership	9118307	2020-06-29	0.0155	311663733
7	Price (T.Rowe) Associates Inc	9014473	2020-06-29	0.015300000000000001	308114687
8	Geode Capital Management, LLC	8631273	2020-06-29	0.0146	295016911
9	Putnam Investments LLC	6094654	2020-06-29	0.0103	208315273
