Date	Firm	To Grade	From Grade	Action
2012-02-14	PiperJaffray	Neutral		main
2012-10-23	PiperJaffray	Neutral		main
2013-02-04	Needham	Buy	Hold	up
2013-04-25	Northland Securities	Outperform		init
2014-01-08	Stifel Nicolaus	Buy		init
2014-02-19	Stifel Nicolaus	Buy		main
2014-04-29	Roth Capital	Neutral	Buy	down
2014-05-01	Standpoint Research	Buy		init
2014-07-22	Roth Capital	Buy	Neutral	up
2015-02-18	Stifel Nicolaus	Buy		main
2015-03-20	Needham	Hold	Buy	down
2015-04-21	Northcoast Research	Market Perform	Outperform	down
2015-04-21	Craig-Hallum	Hold	Buy	down
2015-04-21	Stifel Nicolaus	Buy		main
2015-07-23	Craig-Hallum	Buy	Hold	up
2016-01-12	Craig-Hallum	Buy		up
2016-04-18	Needham	Buy	Hold	up
2016-11-15	Standpoint Research	Hold	Buy	down
2017-06-15	Cowen & Co.	Market Perform		init
2017-12-04	Stifel Nicolaus	Buy	Hold	up
2018-02-22	Cowen & Co.	Market Perform	Market Perform	main
2018-06-18	Stifel Nicolaus	Buy	Buy	main
2018-08-28	Standpoint Research	Buy	Hold	up
2018-12-21	Needham	Buy		init
2019-02-22	Craig-Hallum	Hold	Buy	down
2019-03-11	Craig-Hallum	Buy	Hold	up
2019-09-25	Cowen & Co.	Market Perform	Outperform	down
2019-11-01	Standpoint Research	Hold	Buy	down
2019-11-18	Stifel	Hold	Buy	down
2020-01-21	Needham	Buy		main
2020-02-20	Needham	Buy		main
2020-02-20	Craig-Hallum	Buy		main
2020-04-30	Needham	Buy		main
2020-04-30	Stifel	Hold		main
2020-07-30	Needham	Buy		main
2020-07-30	Stifel	Hold		main
2020-09-21	Stifel	Buy	Hold	up
