	0	1
Earnings Date	2020-10-26 00:00:00	2020-10-30 00:00:00
Earnings Average	-0.6	-0.6
Earnings Low	-2.38	-2.38
Earnings High	0.02	0.02
Revenue Average	2333530000	2333530000
Revenue Low	2273040000	2273040000
Revenue High	2387090000	2387090000
