Date	Firm	To Grade	From Grade	Action
2012-08-31	UBS	Neutral		main
2012-08-31	JP Morgan	Overweight		main
2012-09-27	FBN Securities	Outperform		init
2012-10-09	JG Capital	Overweight		init
2012-11-30	FBN Securities	Outperform		main
2012-12-21	Topeka	Buy		init
2013-01-07	Barclays	Overweight		main
2013-01-23	BMO Capital	Outperform		init
2013-01-24	BMO Capital	Outperform		init
2013-03-26	Topeka	Buy		main
2013-05-10	FBR Capital	Market Perform		init
2013-05-13	JG Capital	Neutral	Buy	down
2013-06-26	Wedbush	Outperform		init
2013-08-30	Wedbush	Outperform		main
2013-08-30	FBR Capital	Outperform	Market Perform	up
2013-09-05	Canaccord Genuity	Buy		init
2013-09-05	Stephens & Co.	Equal-Weight		init
2013-09-19	Cantor Fitzgerald	Buy		init
2013-09-23	Goldman Sachs	Neutral		init
2013-09-24	Northland Securities	Market Perform		init
2013-10-02	Needham	Hold	Buy	down
2013-10-07	CLSA	Underperform	Outperform	down
2013-11-13	Jefferies	Hold		init
2013-12-03	Oppenheimer	Outperform		init
2014-01-07	UBS	Buy	Neutral	up
2014-01-10	Barclays	Equal-weight	Overweight	down
2014-01-16	Cantor Fitzgerald	Buy		main
2014-01-23	Deutsche Bank	Buy		init
2014-02-20	Bank of America	Buy		main
2014-02-28	Bank of America	Buy		main
2014-04-01	Macquarie	Outperform		init
2014-04-03	CLSA	Outperform	Underperform	up
2014-04-17	CLSA	Buy	Outperform	up
2014-05-08	Deutsche Bank	Buy		main
2014-05-23	Barclays	Equal-Weight		main
2014-05-27	Northland Securities	Outperform	Market Perform	up
2014-05-29	Evercore Partners			main
2014-05-30	FBR Capital	Outperform		main
2014-05-30	Credit Suisse	Outperform		main
2014-06-02	Janney Capital	Neutral		init
2014-07-18	BMO Capital	Market Perform		init
2014-08-21	Deutsche Bank	Buy		main
2014-08-29	UBS	Buy		main
2014-08-29	Deutsche Bank	Buy		main
2014-08-29	Barclays	Equal-Weight		main
2014-09-04	Barclays	Equal-Weight		main
2014-10-02	Stifel Nicolaus	Buy		init
2014-10-06	Morgan Stanley	Overweight	Equal-weight	up
2014-10-10	Deutsche Bank	Buy		main
2014-10-13	William Blair	Outperform	Market Perform	up
2014-10-13	Summit Research Partners	Buy		main
