	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.77	0.77
Earnings Low	0.74	0.74
Earnings High	0.82	0.82
Revenue Average	2998100000	2998100000
Revenue Low	2889000000	2889000000
Revenue High	3123000000	3123000000
