	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	5925603	2020-09-29	0.0783	1226185028
1	Blackrock Inc.	4224958	2020-09-29	0.0558	874270558
2	Artisan Partners Limited Partnership	2763791	2020-09-29	0.0365	571911271
3	Capital World Investors	2402295	2020-09-29	0.0318	497106904
4	State Street Corporation	2240108	2020-09-29	0.0296	463545548
5	Ruane, Cunniff & Goldfarb L.P.	1948767	2020-09-29	0.0258	403258355
6	First Trust Advisors LP	1602844	2020-09-29	0.0212	331676508
7	AllianceBernstein, L.P.	1179706	2020-09-29	0.015600000000000001	244116562
8	Geode Capital Management, LLC	1006751	2020-09-29	0.013300000000000001	208326984
9	Swedbank	940548	2020-09-29	0.0124	194627597
