	0	1
Earnings Date	2021-02-11 00:00:00	2021-02-15 00:00:00
Earnings Average	2.38	2.38
Earnings Low	2.28	2.28
Earnings High	2.53	2.53
Revenue Average	628050000	628050000
Revenue Low	605000000	605000000
Revenue High	643390000	643390000
