	Holder	Shares	Date Reported	% Out	Value
0	Morgan Stanley	10453697	2020-09-29	0.024700000000000003	145829073
1	Royal Bank of Canada	9402656	2020-09-29	0.0222	131167051
2	OMERS Administration Corporation	5056913	2020-09-29	0.012	70543936
3	Confluence Investment Management Llc	4435502	2020-09-29	0.0105	61875252
4	Ameriprise Financial, Inc.	3805731	2020-09-29	0.009000000000000001	53089947
5	Wells Fargo & Company	3741609	2020-09-29	0.0089	52195445
6	Legal & General Group PLC	3384959	2020-09-29	0.008	47220178
7	Bank of America Corporation	3133902	2020-09-29	0.0074	43717932
8	Lord Abbett & Co	2875625	2020-09-29	0.0068000000000000005	40114968
9	CCLA Investment Management Ltd	2844073	2020-09-29	0.0067	39674818
