Date	Firm	To Grade	From Grade	Action
2017-10-17	Canaccord Genuity	Hold		main
2018-06-25	Canaccord Genuity	Hold	Hold	main
2018-10-01	Raymond James	Market Perform	Market Perform	main
2018-11-19	CIBC	Outperform	Neutral	up
2018-12-21	Canaccord Genuity	Hold	Hold	main
2018-12-21	RBC Capital	Sector Perform	Sector Perform	main
2019-06-27	Canaccord Genuity	Hold		main
2019-08-16	Macquarie	Neutral		init
2019-09-24	Scotiabank	Sector Perform	Sector Outperform	down
2019-09-25	Morgan Stanley	Equal-Weight		main
2019-09-25	RBC Capital	Sector Perform		main
2019-10-24	Bank of America	Underperform		reit
2019-11-04	Bank of America	Neutral	Underperform	up
2020-04-01	MKM Partners	Neutral		main
2020-04-01	CFRA	Hold		main
2020-04-01	Canaccord Genuity	Hold		main
2020-06-12	B of A Securities	Neutral		main
