Date	Firm	To Grade	From Grade	Action
2012-04-26 06:09:00	Morgan Stanley	Equal-Weight		up
2012-07-25 15:26:00	Morgan Stanley	Equal-Weight		main
2012-07-26 07:56:00	JP Morgan	Neutral		main
2012-07-26 14:56:00	Barclays	Overweight		main
2012-09-10 07:02:00	JP Morgan	Neutral		main
2012-10-12 07:04:00	Deutsche Bank	Buy		init
2012-11-02 06:00:00	JP Morgan	Overweight	Neutral	up
2012-11-06 08:11:00	Credit Suisse	Outperform		main
2012-11-06 10:35:00	UBS	Neutral		main
2013-01-02 11:38:42	Ladenburg Thalmann		Buy	down
2013-01-02 11:46:10	Ladenburg Thalmann	Hold	Buy	down
2013-01-07 08:09:19	Deutsche Bank	Buy		main
2013-01-08 07:24:00	Morgan Stanley	Underweight	Neutral	down
2013-01-31 12:31:21	UBS	Neutral		main
2013-02-14 08:56:59	Bernstein	Market Perform	Outperform	down
2013-03-08 06:33:01	Credit Suisse	Neutral	Outperform	down
2013-03-25 07:38:22	Deutsche Bank	Buy		main
2013-07-08 08:48:29	CLSA	Outperform		init
2013-07-10 07:46:20	Deutsche Bank	Hold		main
2013-07-31 07:56:42	Wells Fargo	Market Perform	Outperform	down
2013-07-31 09:29:22	Nomura	Buy		main
2013-09-11 09:20:58	JP Morgan	Neutral	Overweight	down
2013-09-12 07:59:06	Deutsche Bank	Buy		main
2013-12-18 16:00:00	BB&T Capital	Hold		init
2014-01-30 06:49:51	Morgan Stanley	Underweight		main
2014-04-30 01:08:35	JP Morgan	Underweight		main
2014-09-05 06:23:35	Buckingham Research	Neutral		init
2014-09-17 17:48:47	Stifel Nicolaus	Buy		init
2014-11-13 09:00:00	Barclays	Overweight		main
2014-11-14 09:00:00	Stifel Nicolaus	Buy		main
2015-01-12 09:00:00	Barclays	Overweight		main
2015-01-22 09:10:58	Gabelli & Co.	Buy		init
2015-01-29 09:00:00	Stifel Nicolaus	Buy		main
2015-03-17 09:00:00	Barclays	Overweight		main
2015-04-14 06:07:49	Stifel Nicolaus	Hold	Buy	down
2015-05-08 09:00:00	JP Morgan	Underweight		main
2015-09-17 17:03:52	Nomura	Neutral		init
2015-10-05 02:41:17	Barclays	Equal-Weight	Overweight	down
2015-10-05 06:46:31	Baird	Neutral	Outperform	down
2015-10-12 16:32:41	Cowen & Co.	Market Perform		init
2015-10-29 09:00:48	Bank of America	Underperform	Neutral	down
2015-11-11 07:29:05	CLSA	Underperform	Outperform	down
2015-11-16 08:29:29	Baird	Neutral		main
2016-01-19 13:01:03	Barclays	Equal-Weight		main
2016-01-21 07:33:14	Citigroup	Neutral		init
2016-01-28 03:02:01	JP Morgan	Underweight		main
2016-01-28 07:15:15	Bernstein	Underperform	Market Perform	down
2016-04-19 06:20:31	Citigroup	Neutral		main
2016-04-21 08:53:33	Gabelli & Co.	Hold	Buy	down
2016-04-28 09:57:35	Ladenburg Thalmann	Hold	Buy	down
2016-05-11 08:55:03	FBR Capital	Market Perform		init
2016-07-28 10:11:56	Barclays	Equal-Weight		main
2016-07-28 10:48:46	Citigroup	Neutral		main
2016-09-30 06:40:16	Bernstein	Market Perform	Underperform	up
2016-10-03 10:33:27	Berenberg	Sell		init
2016-10-11 14:43:13	Citigroup	Neutral		main
2016-10-24 07:49:33	Barclays	Overweight	Equal-Weight	up
2017-01-09 13:34:54	Morgan Stanley	Equal-Weight	Underweight	up
2017-07-27 11:24:25	JP Morgan	Neutral	Underweight	up
2017-08-23 18:49:03	Credit Suisse	Neutral		main
2017-10-02 16:39:30	Morgan Stanley	Equal-Weight		main
2017-10-09 18:15:22	Citigroup	Neutral		main
2017-10-10 13:47:37	Citigroup	Neutral		main
2017-11-10 12:41:44	Citigroup	Neutral		main
2017-11-13 16:47:38	Baird	Neutral		main
2018-01-25 12:27:32	Citigroup	Neutral	Neutral	main
2018-01-25 13:20:50	Wells Fargo	Market Perform	Market Perform	main
2018-01-25 14:34:21	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-01-25 14:58:14	JP Morgan	Neutral	Neutral	main
2018-03-26 12:39:09	Barclays	Equal-Weight	Equal-Weight	main
2018-03-28 10:48:12	Wells Fargo	Outperform	Market Perform	up
2018-04-26 11:28:15	Stifel Nicolaus	Hold	Hold	main
2018-04-26 13:23:33	Barclays	Equal-Weight	Equal-Weight	main
2018-04-26 13:55:37	Vertical Research	Hold	Buy	down
2018-04-26 14:24:31	UBS	Buy	Buy	main
2018-04-30 13:39:47	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-07-16 12:39:55	Goldman Sachs	Sell	Neutral	down
2018-07-27 15:52:52	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-08-30 12:29:43	UBS	Buy	Buy	main
2018-10-15 12:00:05	Cowen & Co.	Underperform	Market Perform	down
2018-11-08 14:15:38	Credit Suisse	Underperform	Underperform	main
2018-11-08 14:35:46	Wells Fargo	Outperform	Outperform	main
2019-01-07 14:58:09	Barclays	Equal-Weight	Equal-Weight	main
2019-01-25 11:55:16	HSBC	Buy	Reduce	up
2019-03-20 14:05:49	UBS	Neutral	Buy	down
2019-04-26 14:34:24	Wells Fargo	Outperform	Outperform	main
2019-04-26 15:09:05	BMO Capital	Outperform	Outperform	main
2019-04-26 15:50:46	Deutsche Bank	Hold	Hold	main
2019-05-29 10:34:14	Gabelli & Co.	Buy	Hold	up
2019-06-14 12:32:07	Morgan Stanley	Underweight		main
2019-07-01 12:44:11	Barclays	Equal-Weight		main
2019-07-09 12:28:00	Citigroup	Neutral		main
2019-09-11 10:30:32	Gordon Haskett	Hold	Buy	down
2019-09-30 10:32:42	Wells Fargo	Market Perform	Outperform	down
2019-10-10 13:53:36	JP Morgan	Neutral		main
2019-10-11 15:17:07	Morgan Stanley	Underweight		main
2019-10-15 12:58:34	Citigroup	Neutral		main
2019-11-13 12:04:50	Credit Suisse	Neutral	Underperform	up
2019-11-13 12:48:08	Citigroup	Neutral		main
2019-11-13 14:21:04	Bank of America	Neutral		main
2019-11-13 15:09:45	Gabelli & Co.	Hold	Buy	down
2019-11-14 13:42:42	Morgan Stanley	Underweight		main
2019-11-15 13:48:40	JP Morgan	Neutral		main
2019-11-18 11:10:29	Barclays	Overweight	Equal-Weight	up
2019-11-19 11:40:35	HSBC	Hold	Buy	down
2019-12-04 13:56:14	Deutsche Bank	Hold		main
2019-12-11 11:29:14	Morgan Stanley	Equal-Weight	Underweight	up
2019-12-23 11:20:05	JP Morgan	Underweight	Neutral	down
2020-01-30 14:40:37	Baird	Neutral		main
2020-01-30 17:16:59	Stephens & Co.	Overweight		main
2020-03-17 13:12:40	Morgan Stanley	Equal-Weight		main
2020-03-24 14:51:51	Morgan Stanley	Equal-Weight		main
2020-03-25 11:16:12	Gordon Haskett	Buy	Hold	up
2020-04-01 16:33:45	Citigroup	Neutral		main
2020-04-09 14:03:20	Baird	Neutral		main
2020-04-09 14:31:15	Deutsche Bank	Hold		main
2020-04-15 19:38:02	Morgan Stanley	Equal-Weight		main
2020-04-29 11:16:22	Rosenblatt	Sell	Neutral	down
2020-04-29 12:06:59	Deutsche Bank	Hold		main
2020-04-29 12:35:48	Oppenheimer	Outperform		main
2020-04-29 13:01:21	Credit Suisse	Neutral		main
2020-04-29 13:14:45	Morgan Stanley	Equal-Weight		main
2020-04-29 15:55:20	Citigroup	Neutral		main
2020-04-29 16:03:50	Barclays	Overweight		main
2020-05-26 11:42:01	B of A Securities	Buy	Neutral	up
2020-06-30 12:09:51	Morgan Stanley	Equal-Weight		main
2020-07-21 12:37:05	Citigroup	Buy	Neutral	up
2020-07-29 11:26:27	Rosenblatt	Neutral	Sell	up
2020-07-29 11:39:09	Barclays	Overweight		main
2020-07-29 14:13:43	Credit Suisse	Neutral		main
2020-09-24 09:34:01	Daiwa Capital	Outperform	Neutral	up
