	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	0.47	0.47
Earnings Low	0.37	0.37
Earnings High	0.61	0.61
Revenue Average	1838590000	1838590000
Revenue Low	1687000000	1687000000
Revenue High	2033760000	2033760000
