	0	1
Earnings Date	2020-11-10 00:00:00	2020-11-16 00:00:00
Earnings Average	-0.23	-0.23
Earnings Low	-0.24	-0.24
Earnings High	-0.22	-0.22
Revenue Average	579890000	579890000
Revenue Low	489130000	489130000
Revenue High	747200000	747200000
