	0	1
Earnings Date	2020-11-10 00:00:00	2020-11-16 00:00:00
Earnings Average	0.04	0.04
Earnings Low	-0.16	-0.16
Earnings High	0.2	0.2
Revenue Average	214140000	214140000
Revenue Low	194200000	194200000
Revenue High	230300000	230300000
