	Holder	Shares	Date Reported	% Out	Value
0	Tiger Global Management, LLC	29773257	2020-06-29	0.24170000000000003	587128628
1	Blackrock Inc.	17185405	2020-06-29	0.13949999999999999	338896186
2	Vanguard Group, Inc. (The)	8996711	2020-06-29	0.073	177415140
3	FMR, LLC	7255963	2020-06-29	0.058899999999999994	143087590
4	Neuberger Berman Group, LLC	6049913	2020-06-29	0.049100000000000005	119304284
5	State Street Corporation	3357249	2020-06-29	0.0273	66204950
6	Van Eck Associates Corporation	3336179	2020-06-29	0.0271	65789449
7	Invesco Ltd.	2489857	2020-06-29	0.0202	49099980
8	Dimensional Fund Advisors LP	1804381	2020-06-29	0.0146	35582393
9	Ameriprise Financial, Inc.	1676744	2020-06-29	0.013600000000000001	33065391
