	Holder	Shares	Date Reported	% Out	Value
0	Morgan Stanley	35194900	2020-06-29	0.09480000000000001	3693352806
1	Vanguard Group, Inc. (The)	27674682	2020-06-29	0.0745	2904181129
2	Blackrock Inc.	18452655	2020-06-29	0.049699999999999994	1936421615
3	FMR, LLC	12298972	2020-06-29	0.0331	1290654121
4	Wellington Management Company, LLP	10800210	2020-06-29	0.0291	1133374037
5	Capital World Investors	9804120	2020-06-29	0.0264	1028844352
6	State Street Corporation	7389544	2020-06-29	0.0199	775458747
7	Sumitomo Mitsui Trust Holdings, Inc.	7295092	2020-06-29	0.0196	765546954
8	Sands Capital Management, Inc.	6727451	2020-06-29	0.0181	705978707
9	Goldman Sachs Group, Inc.	6652600	2020-06-29	0.0179	698123844
