	0	1
Earnings Date	2020-10-13 00:00:00	2020-10-19 00:00:00
Earnings Average	7.67	7.67
Earnings Low	7.27	7.27
Earnings High	8.23	8.23
Revenue Average	3851690000	3851690000
Revenue Low	3751680000	3751680000
Revenue High	3910000000	3910000000
