	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	82338241	2020-06-29	0.1041	2452856199
1	Blackrock Inc.	53414662	2020-06-29	0.0675	1591222780
2	Morgan Stanley	49680735	2020-06-29	0.06280000000000001	1479989095
3	State Street Corporation	35908521	2020-06-29	0.0454	1069714840
4	ClearBridge Investments, LLC	24264229	2020-06-29	0.030699999999999998	722831381
5	Aristotle Capital Management, LLC	16728467	2020-06-29	0.021099999999999997	498341031
6	UBS Group AG	14440040	2020-06-29	0.0183	430168791
7	Credit Suisse Ag/	13261642	2020-06-29	0.0168	395064315
8	Geode Capital Management, LLC	12408310	2020-06-29	0.015700000000000002	369643554
9	Northern Trust Corporation	11894843	2020-06-29	0.015	354347372
